customer_id,country,city_cluster,age_group,user_tenure_months,marketing_opt_in,pdpa_contact_ok,rides_30d,food_orders_30d,mart_orders_30d,grabpay_txns_30d,finance_products_count,insurance_products_count,ad_clicks_30d,services_used_count,service_diversity_index,primary_service,superapp_segment,promo_response_rate,weekly_active_days,recency_days,association_strength_score,next_best_service,cross_sell_propensity,churn_risk_score,churn_30d_label,trust_score,monthly_gmv_usd,clv_12m_usd,customer_value_tier,priority_support_flag,rush_hour_share,late_night_share,low_supply_zone_share,tourist_or_new_city_flag,assigned_driver_tier,driver_cancel_rate_seen,avg_eta_promised_min,avg_eta_actual_min,eta_gap_min,failed_booking_rate_90d,complaint_count_90d,refund_delay_days_avg,booking_risk_score,bad_booking_label,auto_reassignment_rate,price_sensitivity_segment,avg_base_fare_usd,avg_surge_multiplier,avg_effective_fare_usd,extreme_surge_exposure_rate,waiting_fee_count_90d,abnormal_charge_flags_90d,proactive_refund_rate,price_elasticity_score,fare_fairness_score,surge_cap_recommendation,recommended_action
GRB100243,Malaysia,Johor Bahru,25-34,19,1,0,2,1,0,0,1,1,1,4,0.58,Finance,At-Risk Single-App User,0.33,2.9,50,0.17,GrabPay,29.5,32.6,0,82.3,39.45,477.75,Low-Value,1,0.46,0.2,0.24,0,Reliable,0.08,6.3,9.5,3.2,0.09,1,2.0,34.7,0,0.08,Highly Sensitive,4.31,1.2,5.72,0.07,2,1,0.09,-1.59,80.2,1.5,Surge cap + fare explanation
GRB100244,Thailand,Bangkok,25-34,29,1,1,15,0,1,1,1,1,4,5,0.71,Mobility,Ride Specialist,0.35,3.1,11,0.39,Food,39.8,15.3,0,78.7,119.85,1060.25,Mid-Value,1,0.29,0.03,0.59,0,Average,0.15,8.4,13.1,4.7,0.14,2,1.4,46.3,0,0.09,Highly Sensitive,3.73,1.47,6.14,0.3,1,2,0.09,-1.46,66.2,1.5,Surge cap + fare explanation
GRB100245,Thailand,Bangkok,45-54,27,1,1,2,1,0,25,1,1,1,5,0.83,GrabPay,Payments Ecosystem User,0.25,3.5,21,0.41,Mart,53.8,4.8,0,73.8,72.85,873.43,Low-Value,1,0.55,0.12,0.34,0,Average,0.17,8.5,14.0,5.5,0.16,1,0.9,49.9,0,0.06,Moderately Sensitive,4.05,1.51,6.86,0.22,0,3,0.15,-1.07,69.6,1.8,Monitor with standard nudges
GRB100246,Philippines,Metro Manila,25-34,14,1,1,0,11,4,5,0,1,4,4,0.76,Food,Food Specialist,0.3,4.2,13,0.56,Mobility,56.4,35.3,0,69.1,129.3,938.62,Low-Value,1,0.93,0.25,0.63,0,High-Risk,0.28,11.4,19.3,7.9,0.3,4,1.8,65.0,1,0.38,Highly Sensitive,4.11,1.71,7.67,0.43,1,2,0.1,-1.56,55.4,1.5,Surge cap + fare explanation
GRB100247,Thailand,Bangkok,35-44,20,1,1,6,7,0,1,0,0,6,3,0.57,Food,Promo Opportunist,0.57,4.2,5,0.22,GrabPay,42.1,39.9,0,72.2,85.11,643.18,Low-Value,0,0.35,0.25,0.52,1,Average,0.15,9.1,13.9,4.8,0.13,4,2.5,62.1,1,0.21,Highly Sensitive,4.04,1.45,6.8,0.18,3,2,0.15,-1.71,61.4,1.5,Surge cap + fare explanation
GRB100248,Indonesia,Jakarta,35-44,33,1,1,9,11,2,24,1,0,6,5,0.79,GrabPay,Power User,0.26,4.6,16,0.75,Mart,53.8,21.1,0,65.8,155.44,1347.0,Mid-Value,1,0.43,0.09,0.53,0,High-Risk,0.28,10.9,17.2,6.3,0.21,4,3.1,59.9,1,0.37,Convenience-First,2.58,1.41,4.69,0.2,2,3,0.26,-0.69,67.0,2.2,Monitor with standard nudges
GRB100249,Indonesia,Bandung,35-44,26,1,1,2,3,0,14,2,1,2,5,0.84,GrabPay,Payments Ecosystem User,0.21,3.0,5,0.36,Mart,43.3,8.1,0,80.4,79.98,894.51,Low-Value,1,0.34,0.2,0.41,0,Average,0.17,9.3,14.1,4.8,0.15,5,1.3,42.6,0,0.04,Highly Sensitive,2.89,1.39,4.52,0.19,0,2,0.17,-1.57,67.9,1.5,Surge cap + fare explanation
GRB100250,Indonesia,Surabaya,25-34,7,1,1,18,2,1,5,1,0,1,5,0.77,Mobility,Ride Specialist,0.4,5.0,9,0.29,Food,52.8,1.9,0,78.8,136.32,1303.13,Mid-Value,1,0.33,0.44,0.49,0,Average,0.18,7.7,13.1,5.4,0.18,3,2.5,52.7,0,0.07,Moderately Sensitive,2.7,1.36,5.18,0.19,5,3,0.22,-1.13,62.4,1.8,Monitor with standard nudges
GRB100251,Vietnam,Da Nang,25-34,29,1,1,15,16,6,11,1,1,3,6,0.95,Food,Power User,0.39,7.0,11,0.68,Mart,60.3,17.1,0,78.3,275.25,2263.43,High-Value,1,0.7,0.18,0.42,0,Average,0.19,10.6,15.2,4.6,0.24,4,4.4,55.1,1,0.16,Highly Sensitive,3.4,1.3,5.52,0.14,4,2,0.23,-1.57,70.3,1.5,Surge cap + fare explanation
GRB100252,Philippines,Davao,25-34,10,1,1,4,20,5,1,1,1,4,6,0.95,Food,Food Specialist,0.34,7.0,5,0.41,Mobility,53.0,1.0,0,92.1,259.84,2333.1,High-Value,1,0.3,0.1,0.51,0,Average,0.11,9.5,11.8,2.3,0.16,3,3.7,51.3,0,0.03,Moderately Sensitive,3.94,1.41,5.81,0.15,0,1,0.11,-0.99,79.4,1.8,Monitor with standard nudges
GRB100253,Indonesia,Bandung,18-24,38,1,1,19,10,5,22,2,1,4,6,0.99,GrabPay,Power User,0.46,7.0,13,0.64,Mart,54.3,1.5,0,89.0,258.02,2259.22,High-Value,1,0.33,0.21,0.46,0,Average,0.18,7.7,12.1,4.4,0.2,0,0.9,47.6,0,0.14,Highly Sensitive,2.81,1.4,4.34,0.23,1,1,0.05,-1.64,76.4,1.5,Surge cap + fare explanation
GRB100254,Malaysia,Kuala Lumpur,45-54,33,1,1,21,6,4,20,1,0,6,5,0.83,Mobility,Power User,0.28,7.0,23,0.51,Mart,52.1,24.1,0,86.1,249.35,1840.86,High-Value,1,0.13,0.19,0.22,1,Reliable,0.07,7.6,9.0,1.4,0.07,1,0.5,41.9,0,0.11,Highly Sensitive,3.9,1.17,5.52,0.13,3,2,0.11,-1.56,75.9,1.5,Surge cap + fare explanation
GRB100255,Malaysia,Kuala Lumpur,25-34,25,0,0,6,3,1,1,0,0,7,4,0.68,Mobility,Promo Opportunist,0.74,3.5,3,0.35,Food,27.9,15.9,0,85.9,60.78,522.01,Low-Value,1,0.28,0.16,0.47,1,High-Risk,0.26,8.3,12.5,4.2,0.22,4,3.4,58.7,1,0.43,Highly Sensitive,4.21,1.19,5.56,0.02,2,1,0.11,-1.94,80.0,1.5,Surge cap + fare explanation
GRB100256,Vietnam,Da Nang,25-34,24,0,0,13,2,1,6,0,1,0,5,0.86,Mobility,Ride Specialist,0.16,4.8,2,0.34,Food,36.5,1.0,0,84.5,85.75,905.28,Low-Value,1,0.11,0.18,0.45,0,Average,0.15,6.1,10.3,4.2,0.11,4,0.6,52.4,0,0.14,Highly Sensitive,2.47,1.18,4.02,0.0,4,2,0.14,-1.41,72.4,1.5,Surge cap + fare explanation
GRB100257,Philippines,Metro Manila,35-44,20,1,0,1,1,0,27,1,1,3,5,0.82,GrabPay,Payments Ecosystem User,0.32,1.5,12,0.35,Mart,41.8,7.5,0,74.5,57.25,741.97,Low-Value,1,0.53,0.01,0.47,0,High-Risk,0.25,10.0,17.8,7.8,0.23,6,4.7,68.9,1,0.41,Moderately Sensitive,3.5,1.19,4.66,0.08,0,2,0.16,-1.13,73.9,1.8,Monitor with standard nudges
GRB100258,Singapore,Singapore Core,35-44,29,1,1,8,1,0,4,1,1,1,5,0.83,Mobility,Ride Specialist,0.27,4.4,16,0.21,Food,42.9,15.6,0,81.8,161.63,1308.07,Mid-Value,1,0.92,0.06,0.27,0,Reliable,0.1,10.3,16.6,6.3,0.11,2,2.0,47.1,0,0.06,Moderately Sensitive,10.13,1.51,16.25,0.24,3,2,0.17,-0.93,63.5,1.8,Monitor with standard nudges
GRB100259,Singapore,Singapore Fringe,25-34,18,1,1,8,7,1,2,0,0,3,4,0.62,Mobility,Promo Opportunist,0.65,4.4,14,0.28,GrabPay,38.8,19.1,0,80.4,110.91,886.33,Low-Value,1,0.35,0.16,0.34,0,High-Risk,0.24,7.8,14.0,6.2,0.24,6,5.4,55.3,1,0.34,Moderately Sensitive,7.0,1.14,8.23,0.02,0,1,0.16,-1.03,79.7,1.8,Monitor with standard nudges
GRB100260,Thailand,Pattaya,25-34,25,0,0,4,20,2,6,1,1,1,6,0.95,Food,Food Specialist,0.25,6.3,3,0.41,Mobility,36.6,1.0,0,90.9,168.56,1643.79,Mid-Value,1,0.12,0.16,0.37,0,Average,0.13,7.3,10.2,2.9,0.12,2,0.5,43.5,0,0.13,Highly Sensitive,3.3,1.22,4.43,0.1,1,1,0.04,-1.54,88.5,1.5,Surge cap + fare explanation
GRB100261,Malaysia,Johor Bahru,55+,32,1,1,9,11,3,5,0,0,9,4,0.61,Food,Promo Opportunist,0.61,7.0,16,0.64,Finance,62.2,13.8,0,76.5,170.04,1337.69,Mid-Value,1,0.58,0.11,0.2,0,Reliable,0.1,7.5,8.7,1.2,0.09,0,2.4,31.2,0,0.08,Highly Sensitive,4.54,1.24,6.28,0.06,1,2,0.1,-1.8,77.9,1.5,Surge cap + fare explanation
GRB100262,Philippines,Davao,35-44,16,0,0,3,8,3,2,0,1,5,5,0.86,Food,Food Specialist,0.32,3.8,27,0.24,Mobility,26.0,29.0,0,76.7,88.08,798.76,Low-Value,1,0.29,0.16,0.54,0,Average,0.13,9.5,13.8,4.3,0.15,3,2.4,58.0,1,0.36,Moderately Sensitive,3.79,1.19,5.56,0.04,2,3,0.19,-1.05,73.4,1.8,Monitor with standard nudges
GRB100263,Indonesia,Jakarta,35-44,15,1,1,2,19,1,2,1,0,3,5,0.82,Food,Food Specialist,0.32,5.9,13,0.32,Mobility,44.4,7.7,0,71.1,170.4,1475.51,Mid-Value,1,0.65,0.19,0.52,0,Average,0.17,10.2,15.4,5.2,0.2,3,2.2,54.2,0,0.07,Moderately Sensitive,3.19,1.45,5.68,0.21,2,3,0.22,-1.0,62.6,1.8,Monitor with standard nudges
GRB100264,Malaysia,Johor Bahru,45-54,9,1,1,3,2,2,25,2,0,4,5,0.76,GrabPay,Payments Ecosystem User,0.32,1.3,8,0.34,Mart,59.3,9.4,0,77.3,100.38,1008.86,Mid-Value,1,0.37,0.29,0.36,0,High-Risk,0.29,8.5,14.6,6.1,0.2,6,2.2,51.3,0,0.28,Moderately Sensitive,4.39,1.29,6.71,0.19,2,3,0.26,-1.08,69.8,1.8,Monitor with standard nudges
GRB100265,Cambodia,Siem Reap,35-44,10,1,1,23,2,0,2,1,0,3,4,0.66,Mobility,Ride Specialist,0.23,7.0,13,0.34,Food,41.2,10.7,0,77.7,149.07,1276.97,Mid-Value,1,0.31,0.17,0.49,0,Average,0.14,9.1,13.0,3.9,0.17,3,3.1,45.3,0,0.07,Moderately Sensitive,2.84,1.37,4.69,0.17,2,2,0.23,-1.07,74.6,1.8,Monitor with standard nudges
GRB100266,Malaysia,Johor Bahru,18-24,2,1,1,8,0,1,3,0,1,2,4,0.62,Mobility,Ride Specialist,0.33,5.2,7,0.3,Food,52.8,1.0,0,80.1,61.05,662.27,Low-Value,1,0.39,0.28,0.39,1,Average,0.15,7.2,9.4,2.2,0.15,3,3.2,40.2,0,0.13,Moderately Sensitive,4.3,1.23,5.99,0.02,3,1,0.09,-0.98,82.5,1.8,Monitor with standard nudges
GRB100267,Indonesia,Bandung,25-34,30,1,1,8,4,3,1,0,0,5,4,0.73,Mobility,Promo Opportunist,0.61,5.2,4,0.35,Food,42.1,2.6,0,87.9,85.36,815.02,Low-Value,1,0.56,0.12,0.36,0,Average,0.14,8.1,13.8,5.7,0.1,4,4.7,48.2,0,0.15,Highly Sensitive,2.96,1.28,4.09,0.05,2,0,0.05,-1.61,81.4,1.5,Surge cap + fare explanation
GRB100268,Malaysia,Johor Bahru,18-24,42,1,1,2,4,0,2,0,0,2,3,0.48,Food,At-Risk Single-App User,0.25,4.2,36,0.32,Mobility,45.9,29.0,0,74.8,45.74,432.39,Low-Value,0,0.38,0.3,0.3,1,Average,0.16,5.6,9.3,3.7,0.09,3,3.6,40.0,0,0.04,Highly Sensitive,4.17,1.11,4.63,0.01,0,0,0.07,-1.55,89.8,1.5,Surge cap + fare explanation
GRB100269,Singapore,Singapore Core,35-44,38,1,0,18,10,5,16,1,0,4,5,0.86,Mobility,Power User,0.24,7.0,12,0.67,Mart,57.2,1.0,0,92.2,358.8,2948.61,High-Value,1,0.33,0.23,0.25,0,Reliable,0.07,8.2,10.5,2.3,0.08,2,1.6,41.0,0,0.06,Convenience-First,8.54,1.16,10.06,0.0,1,0,0.02,-0.71,90.5,2.2,Monitor with standard nudges
GRB100270,Singapore,Singapore Core,55+,4,0,0,4,14,2,5,1,0,5,5,0.88,Food,Food Specialist,0.39,5.7,15,0.46,Mobility,35.6,16.6,0,72.2,196.02,1640.39,Mid-Value,1,0.38,0.28,0.38,1,Average,0.15,7.1,10.0,2.9,0.2,5,2.2,45.2,0,0.04,Convenience-First,9.96,1.54,16.53,0.19,3,3,0.22,-0.52,67.7,2.2,Monitor with standard nudges
GRB100271,Singapore,Singapore Core,25-34,30,1,1,1,3,1,1,0,1,0,5,0.8,Food,At-Risk Single-App User,0.28,1.6,47,0.13,Mobility,24.7,28.6,0,94.5,44.37,506.79,Low-Value,1,0.19,0.27,0.28,0,Average,0.15,7.3,10.7,3.4,0.19,4,1.5,46.8,0,0.03,Highly Sensitive,9.76,1.39,13.71,0.21,1,0,0.05,-1.62,77.3,1.5,Surge cap + fare explanation
GRB100272,Malaysia,Kuala Lumpur,25-34,38,1,1,5,11,1,4,0,0,6,4,0.67,Food,Promo Opportunist,0.5,4.7,18,0.46,GrabPay,39.3,18.9,0,78.5,100.43,771.72,Low-Value,1,0.49,0.25,0.34,0,Average,0.15,9.1,13.5,4.4,0.16,3,4.0,53.5,0,0.11,Highly Sensitive,4.62,1.35,6.49,0.19,0,1,0.02,-1.6,78.4,1.5,Surge cap + fare explanation
GRB100273,Singapore,Singapore Core,18-24,17,1,1,2,2,1,12,1,0,5,5,0.86,GrabPay,Payments Ecosystem User,0.24,3.3,12,0.3,Mart,41.7,1.0,0,78.7,77.01,863.26,Low-Value,1,0.1,0.22,0.47,0,Average,0.16,8.4,12.1,3.7,0.22,5,2.5,38.5,0,0.07,Convenience-First,8.24,1.25,10.71,0.07,1,1,0.12,-0.49,75.5,2.2,Monitor with standard nudges
GRB100274,Thailand,Bangkok,55+,23,0,0,0,21,3,6,1,0,5,4,0.67,Food,Food Specialist,0.18,6.4,14,0.38,Mobility,38.6,20.4,0,65.7,185.85,1461.67,Mid-Value,1,0.34,0.21,0.47,0,High-Risk,0.26,7.4,14.8,7.4,0.23,5,4.7,72.4,1,0.38,Moderately Sensitive,3.51,1.29,5.17,0.13,1,2,0.16,-1.21,68.1,1.8,Monitor with standard nudges
GRB100275,Vietnam,Da Nang,18-24,2,1,1,3,2,3,3,0,0,9,4,0.68,Mobility,Promo Opportunist,0.66,1.7,28,0.46,Food,42.8,43.0,0,72.2,64.9,543.51,Low-Value,1,0.56,0.36,0.49,1,Average,0.2,9.6,16.6,7.0,0.23,5,3.8,63.1,1,0.28,Highly Sensitive,3.61,1.5,6.47,0.26,2,3,0.26,-1.69,62.5,1.5,Surge cap + fare explanation
GRB100276,Indonesia,Surabaya,18-24,25,0,0,15,0,0,4,0,1,0,3,0.45,Mobility,Ride Specialist,0.22,3.2,9,0.35,Food,35.7,19.9,0,80.5,68.16,565.78,Low-Value,0,0.47,0.15,0.45,0,Average,0.16,11.0,16.3,5.3,0.14,5,3.6,49.1,0,0.01,Moderately Sensitive,3.1,1.3,4.18,0.15,1,0,0.07,-0.94,71.7,1.8,Monitor with standard nudges
GRB100277,Indonesia,Surabaya,25-34,10,1,1,6,2,0,15,1,0,2,4,0.69,GrabPay,Payments Ecosystem User,0.35,1.7,41,0.33,Mart,32.6,35.2,0,60.6,73.22,737.08,Low-Value,1,0.53,0.1,0.43,0,Average,0.23,11.2,16.8,5.6,0.18,6,3.3,55.3,1,0.31,Moderately Sensitive,3.07,1.37,5.66,0.2,3,4,0.24,-0.98,64.0,1.8,Monitor with standard nudges
GRB100278,Indonesia,Bandung,18-24,24,1,1,16,2,0,1,0,0,0,3,0.48,Mobility,Ride Specialist,0.25,5.6,8,0.36,Food,47.3,3.8,0,83.6,79.53,731.56,Low-Value,0,0.41,0.25,0.31,0,Average,0.17,9.3,15.6,6.3,0.14,3,3.2,53.1,0,0.07,Moderately Sensitive,2.84,1.3,4.3,0.0,4,0,0.04,-1.0,75.7,1.8,Monitor with standard nudges
GRB100279,Philippines,Cebu,25-34,5,1,1,4,7,1,1,0,0,6,4,0.68,Food,Promo Opportunist,0.65,6.0,18,0.25,Mobility,35.4,18.5,0,87.8,78.28,671.69,Low-Value,1,0.63,0.23,0.59,1,Average,0.19,10.8,16.5,5.7,0.13,2,2.2,57.7,1,0.28,Moderately Sensitive,3.93,1.41,5.69,0.18,1,0,0.0,-1.43,74.9,1.8,Monitor with standard nudges
GRB100280,Philippines,Cebu,25-34,28,1,1,2,13,2,4,0,0,5,4,0.7,Food,Food Specialist,0.23,6.3,18,0.34,Mobility,45.6,20.2,0,80.3,128.12,969.3,Low-Value,1,0.59,0.08,0.55,0,Average,0.16,9.0,13.5,4.5,0.2,5,2.9,58.5,1,0.28,Moderately Sensitive,3.43,1.36,4.91,0.19,0,1,0.08,-0.85,74.4,1.8,Monitor with standard nudges
GRB100281,Singapore,Singapore Core,25-34,33,1,1,1,9,4,2,0,0,5,4,0.69,Food,Food Specialist,0.25,2.4,5,0.52,Mobility,52.9,6.8,0,86.2,120.98,1074.14,Mid-Value,1,0.5,0.17,0.3,0,Average,0.15,9.3,15.1,5.8,0.12,4,3.6,49.1,0,0.13,Convenience-First,9.64,1.42,13.84,0.18,1,0,0.08,-0.46,77.5,2.2,Monitor with standard nudges
GRB100282,Malaysia,Johor Bahru,18-24,13,1,1,9,7,2,3,0,0,7,4,0.68,Mobility,Promo Opportunist,0.55,6.5,14,0.45,GrabPay,44.2,18.0,0,81.2,128.14,975.22,Low-Value,1,0.59,0.22,0.37,1,Average,0.19,9.0,15.2,6.2,0.15,4,2.8,66.6,1,0.26,Moderately Sensitive,4.69,1.3,6.5,0.12,1,1,0.1,-1.29,74.1,1.8,Monitor with standard nudges
GRB100283,Malaysia,Penang,18-24,9,1,1,2,23,4,1,0,1,3,5,0.86,Food,Food Specialist,0.2,7.0,11,0.41,Mobility,46.3,2.9,0,87.1,206.2,1855.57,High-Value,1,0.56,0.0,0.44,0,Average,0.19,10.1,15.1,5.0,0.13,2,1.4,49.8,0,0.0,Moderately Sensitive,4.63,1.38,6.79,0.21,1,1,0.12,-1.08,73.2,1.8,Monitor with standard nudges
GRB100284,Malaysia,Kuala Lumpur,25-34,2,0,0,2,6,1,21,1,0,2,5,0.86,GrabPay,Payments Ecosystem User,0.27,1.8,22,0.35,Mart,27.1,24.2,0,76.7,126.12,1056.72,Mid-Value,1,0.34,0.15,0.26,1,High-Risk,0.26,7.0,11.9,4.9,0.2,4,3.5,67.7,1,0.38,Convenience-First,4.24,1.29,5.97,0.12,0,2,0.1,-0.49,73.5,2.2,Monitor with standard nudges
GRB100285,Thailand,Pattaya,18-24,19,0,0,2,22,2,2,0,1,3,5,0.89,Food,Food Specialist,0.24,6.4,24,0.38,Mobility,25.8,32.5,0,81.6,175.49,1378.37,Mid-Value,1,0.18,0.21,0.39,1,Average,0.16,7.5,10.4,2.9,0.21,3,2.5,59.3,1,0.27,Convenience-First,3.26,1.33,4.73,0.22,1,1,0.09,-0.43,72.5,2.2,Monitor with standard nudges
GRB100286,Indonesia,Bandung,35-44,16,0,0,5,8,2,1,0,0,9,4,0.67,Food,Promo Opportunist,0.58,5.6,13,0.36,GrabPay,41.3,31.0,0,78.8,77.17,625.85,Low-Value,1,0.5,0.16,0.39,0,Average,0.13,9.1,13.3,4.2,0.2,3,3.0,39.1,0,0.04,Highly Sensitive,3.05,1.45,4.92,0.27,0,2,0.14,-1.72,66.3,1.5,Surge cap + fare explanation
GRB100287,Singapore,Singapore Core,18-24,5,1,1,17,0,0,7,0,1,3,3,0.51,Mobility,Ride Specialist,0.3,5.5,15,0.36,Food,45.3,35.8,0,75.3,282.48,1900.68,High-Value,1,0.52,0.4,0.45,1,Average,0.19,9.6,15.8,6.2,0.14,3,2.1,71.9,1,0.27,Highly Sensitive,10.94,1.4,16.27,0.18,3,2,0.18,-1.44,72.4,1.5,Surge cap + fare explanation
GRB100288,Indonesia,Jakarta,25-34,27,1,1,3,21,1,5,1,0,4,5,0.87,Food,Food Specialist,0.36,5.2,11,0.23,Mobility,29.5,14.9,0,74.8,211.65,1688.85,Mid-Value,1,0.62,0.03,0.55,0,Average,0.15,10.8,15.2,4.4,0.14,3,1.3,44.0,0,0.07,Convenience-First,2.84,1.55,5.46,0.27,2,3,0.22,-0.78,55.5,2.2,Monitor with standard nudges
GRB100289,Thailand,Bangkok,25-34,17,0,0,0,15,2,2,1,0,2,4,0.65,Food,Food Specialist,0.04,5.5,1,0.51,Mobility,39.5,1.0,0,88.1,126.38,1173.03,Mid-Value,1,0.25,0.08,0.26,0,Average,0.1,6.7,11.7,5.0,0.06,2,3.9,47.9,0,0.03,Moderately Sensitive,3.62,1.05,3.8,0.0,0,0,0.06,-1.04,84.2,1.8,Monitor with standard nudges
GRB100290,Singapore,Singapore Core,25-34,10,1,1,19,16,2,15,2,1,8,6,0.95,Mobility,Power User,0.37,6.8,18,0.7,Mart,66.6,1.0,0,94.0,368.6,3205.43,High-Value,1,0.26,0.0,0.19,0,Reliable,0.07,5.5,8.5,3.0,0.09,3,4.1,36.2,0,0.11,Moderately Sensitive,9.51,1.13,11.05,0.0,2,0,0.1,-1.31,82.6,1.8,Monitor with standard nudges
GRB100291,Philippines,Metro Manila,18-24,16,1,1,15,6,7,12,1,1,6,6,1.0,Mobility,Power User,0.31,6.9,9,0.52,Mart,50.7,1.0,0,80.4,227.11,2074.79,High-Value,1,0.5,0.17,0.5,0,Average,0.18,11.3,17.3,6.0,0.19,5,4.1,60.8,1,0.24,Convenience-First,3.85,1.45,5.58,0.15,0,0,0.06,-0.65,80.9,2.2,Monitor with standard nudges
GRB100292,Singapore,Singapore Fringe,18-24,34,0,0,2,3,2,1,0,0,7,4,0.66,Food,Promo Opportunist,0.55,4.0,15,0.33,Mobility,42.1,24.7,0,77.1,71.93,665.12,Low-Value,1,0.41,0.18,0.27,0,Reliable,0.1,10.7,14.5,3.8,0.08,3,2.2,33.9,0,0.06,Highly Sensitive,10.71,1.43,15.56,0.21,0,1,0.14,-1.47,69.7,1.5,Surge cap + fare explanation
GRB100293,Cambodia,Siem Reap,45-54,29,1,1,5,7,1,2,0,0,5,4,0.62,Food,Promo Opportunist,0.65,4.1,8,0.31,GrabPay,41.4,10.5,0,89.6,87.02,752.84,Low-Value,1,0.08,0.12,0.47,0,Average,0.15,8.2,10.3,2.1,0.15,2,1.9,46.0,0,0.06,Highly Sensitive,2.49,1.05,2.91,0.0,2,0,0.01,-1.45,82.4,1.5,Surge cap + fare explanation
GRB100294,Singapore,Singapore Fringe,18-24,21,1,1,7,7,2,3,0,0,4,4,0.69,Mobility,Promo Opportunist,0.54,4.2,20,0.31,GrabPay,47.4,36.2,0,75.8,155.97,1084.07,Mid-Value,1,0.49,0.36,0.47,0,High-Risk,0.28,7.9,16.1,8.2,0.24,6,5.0,61.4,1,0.43,Highly Sensitive,8.76,1.39,12.97,0.21,2,2,0.15,-1.61,66.1,1.5,Surge cap + fare explanation
GRB100295,Philippines,Davao,25-34,29,0,0,20,12,6,25,2,1,7,6,1.0,GrabPay,Power User,0.06,7.0,17,0.61,Mart,50.8,7.8,0,75.5,315.82,2734.91,High-Value,1,0.09,0.28,0.54,0,Average,0.13,7.2,10.3,3.1,0.2,3,2.2,58.8,1,0.26,Highly Sensitive,3.75,1.38,5.83,0.24,1,2,0.17,-1.5,74.6,1.5,Surge cap + fare explanation
GRB100296,Cambodia,Siem Reap,25-34,9,1,1,15,2,0,5,0,1,1,4,0.6,Mobility,Ride Specialist,0.24,5.9,10,0.26,Food,46.8,25.7,0,77.9,74.18,649.03,Low-Value,1,0.25,0.19,0.62,0,High-Risk,0.25,9.7,14.2,4.5,0.25,3,1.9,60.0,1,0.38,Highly Sensitive,2.52,1.26,3.87,0.1,3,1,0.05,-1.53,76.1,1.5,Surge cap + fare explanation
GRB100297,Myanmar,Mandalay,25-34,22,1,1,18,0,0,7,1,0,0,3,0.54,Mobility,Ride Specialist,0.35,6.4,16,0.37,Food,39.4,36.9,0,60.9,119.06,912.03,Low-Value,0,0.66,0.14,0.55,0,Average,0.15,11.9,16.4,4.5,0.18,4,4.8,56.5,1,0.24,Highly Sensitive,2.66,1.42,5.23,0.31,3,4,0.28,-1.5,53.3,1.5,Surge cap + fare explanation
GRB100298,Philippines,Metro Manila,25-34,24,1,1,8,11,0,3,0,0,4,3,0.4,Food,Promo Opportunist,0.68,6.2,28,0.55,GrabPay,47.4,33.4,0,62.6,166.15,1112.53,Mid-Value,0,0.75,0.3,0.57,0,High-Risk,0.25,9.5,19.2,9.7,0.16,5,3.2,48.0,0,0.22,Moderately Sensitive,3.92,1.53,7.45,0.28,3,4,0.27,-1.39,53.4,1.8,Monitor with standard nudges
GRB100299,Philippines,Metro Manila,35-44,17,1,1,2,2,0,1,1,1,0,5,0.82,Finance,At-Risk Single-App User,0.19,3.4,41,0.17,GrabPay,41.8,11.1,0,82.3,43.85,630.64,Low-Value,1,0.2,0.18,0.48,0,Average,0.16,8.1,12.5,4.4,0.16,6,5.4,47.7,0,0.13,Moderately Sensitive,3.74,1.28,4.79,0.04,0,0,0.11,-1.05,88.0,1.8,Monitor with standard nudges
GRB100300,Vietnam,Hanoi,45-54,27,1,1,23,2,1,7,0,0,3,4,0.74,Mobility,Ride Specialist,0.22,7.0,21,0.29,Food,38.6,21.6,0,77.2,144.59,1110.02,Mid-Value,1,0.36,0.08,0.44,0,Average,0.14,8.9,15.3,6.4,0.2,6,2.2,57.8,1,0.29,Moderately Sensitive,3.22,1.41,4.68,0.16,1,0,0.08,-0.83,72.8,1.8,Monitor with standard nudges
